Time,Extension,Load,Tensile strain (Strain 1)
"60.41000","4.24244","4516.17725","0.01789"
"60.51000","4.23437","4442.99902","0.01788"
"60.61000","4.22587","4366.97607","0.01787"
"60.71000","4.21725","4294.55176","0.01785"
"60.81000","4.20912","4224.17236","0.01784"
"60.91000","4.20075","4151.51318","0.01783"
"61.01000","4.19231","4078.55835","0.01781"
"61.11000","4.18412","4012.03174","0.01780"
"61.21000","4.17587","3940.99463","0.01779"
"61.31000","4.16744","3868.28027","0.01778"
"61.41000","4.15894","3800.31470","0.01776"
"61.51000","4.15087","3730.87451","0.01775"
"61.61000","4.14231","3660.29175","0.01774"
"61.71000","4.13387","3592.25806","0.01773"
"61.81000","4.12587","3527.06323","0.01771"
"61.91000","4.11756","3459.07178","0.01770"
"62.01000","4.10919","3390.60913","0.01769"
"62.11000","4.10081","3325.96973","0.01767"
"62.21000","4.09250","3258.81641","0.01766"
"62.31000","4.08400","3190.73657","0.01765"
"62.41000","4.07550","3128.39111","0.01764"
"62.51000","4.06737","3064.25049","0.01763"
"62.61000","4.05912","3000.70728","0.01761"
"62.71000","4.05069","2938.78247","0.01760"
"62.81000","4.04250","2876.95239","0.01759"
"62.91000","4.03412","2813.29443","0.01758"
"63.01000","4.02569","2749.43945","0.01757"
"63.11000","4.01737","2691.73169","0.01755"
"63.21000","4.00912","2630.83936","0.01754"
"63.31000","4.00075","2569.69312","0.01753"
"63.41000","3.99244","2513.61304","0.01752"
"63.51000","3.98437","2455.18433","0.01751"
"63.61000","3.97581","2394.51270","0.01750"
"63.71000","3.96725","2336.60229","0.01748"
"63.81000","3.95906","2280.87427","0.01747"
"63.91000","3.95069","2222.72266","0.01746"
"64.01000","3.94225","2165.15918","0.01745"
"64.11000","3.93412","2113.64795","0.01744"
"64.21000","3.92594","2058.54346","0.01743"
"64.31000","3.91744","2001.77209","0.01742"
"64.41000","3.90894","1948.95264","0.01741"
"64.51000","3.90087","1895.55750","0.01740"
"64.61000","3.89237","1840.29602","0.01738"
"64.71000","3.88394","1787.83923","0.01737"
"64.81000","3.87587","1737.87610","0.01736"
"64.91000","3.86756","1685.87280","0.01735"
"65.01000","3.85919","1632.55469","0.01734"
"65.11000","3.85081","1582.71655","0.01733"
"65.21000","3.84250","1531.84265","0.01732"
"65.31000","3.83406","1480.94043","0.01731"
"65.41000","3.82556","1432.57593","0.01730"
"65.51000","3.81737","1383.93701","0.01729"
"65.61000","3.80912","1336.40686","0.01728"
"65.71000","3.80069","1289.59924","0.01727"
"65.81000","3.79250","1244.22498","0.01726"
"65.91000","3.78412","1198.83044","0.01725"
"66.01000","3.77569","1151.59534","0.01724"
"66.11000","3.76731","1110.04358","0.01723"
"66.21000","3.75912","1067.43750","0.01722"
"66.31000","3.75075","1023.45477","0.01722"
"66.41000","3.74250","983.54535","0.01721"
"66.51000","3.73437","942.00104","0.01720"
"66.61000","3.72581","899.45160","0.01719"
"66.71000","3.71719","858.93243","0.01718"
"66.81000","3.70906","821.73358","0.01717"
"66.91000","3.70069","782.44830","0.01716"
"67.01000","3.69225","743.74182","0.01715"
"67.11000","3.68412","709.69995","0.01715"
"67.21000","3.67594","674.05115","0.01714"
"67.31000","3.66744","637.84320","0.01713"
"67.41000","3.65894","605.42188","0.01713"
"67.51000","3.65081","573.16229","0.01712"
"67.61000","3.64237","541.74103","0.01711"
"67.71000","3.63387","511.37814","0.01711"
"67.81000","3.62581","484.58786","0.01710"
"67.91000","3.61762","458.34830","0.01710"
"68.01000","3.60925","431.22214","0.01709"
"68.11000","3.60081","406.74377","0.01709"
"68.21000","3.59250","383.11658","0.01708"
"68.31000","3.58400","359.46472","0.01708"
"68.41000","3.57550","338.64746","0.01707"
"68.51000","3.56737","319.34622","0.01707"
"68.61000","3.55912","300.38123","0.01707"
"68.71000","3.55069","279.74347","0.01707"
"68.81000","3.54250","258.30167","0.01706"
"68.91000","3.53406","233.21690","0.01705"
"69.01000","3.52569","203.92496","0.01705"
"69.11000","3.51737","174.38495","0.01704"
"69.21000","3.50912","146.71191","0.01704"
"69.31000","3.50069","103.35532","0.01703"
"69.41000","3.49244","55.69154","0.01702"
"69.50600","3.48469","4.11926","0.01701"
"69.50800","3.48456","3.09516","0.01701"
"69.51000","3.48437","2.07181","0.01701"
"69.60400","3.48612","5.10746","0.01701"
